Title,Section,Ingredients,Instruction,Variations,Nutrition Information
Llenguado fregit,Peixos i mariscs,"4 llenguados.
Farina.
Oli.
Sal.","Peleu, saleu i enfarineu els llenguados, i fregiu-los poca estona en una paella amb oli molt calent.","Es pot fer filets del llenguado i fregir-los o arrebossar-los.
Es pot tirar una salsa d’ametlles per sobre del llenguado.","{'Àcid fòlic (µg)': {'Per una ració': '21', 'QDR': '200'}, 'Vitamina E (mg)': {'Per una ració': '2,60', 'QDR': '10'}, 'Vitamina C (mg)': {'Per una ració': '7,5', 'QDR': '60'}}"
Gelea de condony,Postres i dolços,"Codonys.
Llimones.
Sucre.
Aigua.","Bulliu els codonys amb el suc de les llimones i aigua fins que estiguin tous.
Deixeu-los escórrer durant 24 hores.
Barregeu 450 g de sucre per cada 600 cl de líquid filtrat i feu-ho bullir uns 10 minuts.
Poseu-ho en motlles i deixeu-ho refredar.",,"{'Àcid fòlic (µg)': {'Per una ració': '21', 'QDR': '200'}, 'Vitamina E (mg)': {'Per una ració': '2,60', 'QDR': '10'}, 'Vitamina C (mg)': {'Per una ració': '7,5', 'QDR': '60'}}"
Conill ofegat a la cassola,Carns,"1 conill tallat a trossos grans. 
2 cebes tallades a quarts.
3 tomàquets tallats a quarts.
2 grans d’all tallats a làmines.
1 fulla de llorer.
Timó.
Romaní.
Sal.
1 got d'oli.","En una cassola poseu tots els ingredients en fred.
Tapeu-la i poseu-la a coure molt a poc a poc uns tres quarts d'hora, tot sacsejant la cassola de tant en quan perquè no s’enganxi.
Poseu-ho a punt de sal.",S’hi pot afegir un raig d’anís al final de la cocció.,"{'Àcid fòlic (µg)': {'Per una ració': '21', 'QDR': '200'}, 'Vitamina E (mg)': {'Per una ració': '2,60', 'QDR': '10'}, 'Vitamina C (mg)': {'Per una ració': '7,5', 'QDR': '60'}}"
Amanida de col confitada,Amanides i plats freds,"Col confitada

	Ceba dolça

	Olives negres

	Vinagre / Oli / Sal","Traieu la col que faci falta i poseu-la en remull un parell d’hores.

	Talleu-la a la juliana o a bocins.

	Després barregeu la col amb la ceba i les olives, i amaniu-ho amb sal i oli.","S’hi pot afegir pebrot verd, coliflor en vinagre o bitxos en vinagre.

	S’hi pot afegir una arengada feta a filets sense pell ni espines.","{'Àcid fòlic (µg)': {'Per una ració': '21', 'QDR': '200'}, 'Vitamina E (mg)': {'Per una ració': '2,60', 'QDR': '10'}, 'Vitamina C (mg)': {'Per una ració': '7,5', 'QDR': '60'}}"
Botifarra amb mongetes,Carns,"800 g de mongetes bullides

	4 botifarres crues

	Oli

	Sal","Feu les botifarres a la brasa o fregides.

	Poseu les mongetes escorregudes acabades de fer i encara calentes, amanides amb un bon raig d’oli d’oliva i acompanyades amb la botifarra.
Altres noms

	Mongetes amb botifarra","Es poden fregir les mongetes després de bullir-les amb una mica de cansalada.

	Es pot tirar una mica d’all i julivert per sobre de les mongetes cuites.

	S’hi pot posar botifarra esparracada. En aquest cas és millor la botifarra de perol.

	Es pot acompanyar amb cansalada fregida.","{'Àcid fòlic (µg)': {'Per una ració': '21', 'QDR': '200'}, 'Vitamina E (mg)': {'Per una ració': '2,60', 'QDR': '10'}, 'Vitamina C (mg)': {'Per una ració': '7,5', 'QDR': '60'}}"
Anguileta a l'estil del Delta,Peixos i mariscs,"250 g d’angula

	1 manat d’alls tendres

	1 bitxo o pesteta

	1 pessic de safrà

	Julivert

	Oli / Sal","En una cassola amb oli calent sofregiu els alls tendres trossejats. Quan els alls es comencin a daurar, afegiu-hi el julivert, la pesteta, el safrà i la sal. Finalment, afegiu-hi l’angula, remeneu-ho i deixeu-ho coure uns 10 minuts amb la cassola tapada.
Altres noms

	Angula a l'estil del Delta","S’hi pot afegir tomàquet.

	S’hi afegir conyac i deixar-lo reduir.","{'Àcid fòlic (µg)': {'Per una ració': '21', 'QDR': '200'}, 'Vitamina E (mg)': {'Per una ració': '2,60', 'QDR': '10'}, 'Vitamina C (mg)': {'Per una ració': '7,5', 'QDR': '60'}}"
Brou de gallina,"Sopes, escudelles, brous, farientes i cremes",Gallina. Ossos de pollastre escaldats. Ceba. Porros. Pastanagues. Api. Naps. Sal. Aigua.,"Poseu a bullir la gallina i els ossos en una olla amb aigua freda.
	Deixeu-ho bullir durant una hora, tot desgreixant-ho de tant en tant.
	Afegiu-hi les verdures i ho deixeu bullir una altra hora.
	Saleu-ho i coleu-ho.","En comptes de gallina es pot fer amb carcanades de gallina o pollastre escaldades.
	Es pot fer només amb pollastre.","{'Àcid fòlic (µg)': {'Per una ració': '21', 'QDR': '200'}, 'Vitamina E (mg)': {'Per una ració': '2,60', 'QDR': '10'}, 'Vitamina C (mg)': {'Per una ració': '7,5', 'QDR': '60'}}"
Peus de porc amb cargols,Carns,"4 peus de porc bullits i freds (vegeu Peus de porc amb llenegues).
500 g de cargols bullits (vegeu Cargols a la cassola).
100 g de pernil tallat a daus.
2 cebes trinxades.
500 g de tomàquets madurs ratllats.
1 bitxo.
Farina.
Sal.
Oli.
Brou de bullir els peus.
Per fer la picada:
2 grans d’all.
Un grapadet d’ametlles torrades.
Julivert.","Enfarineu i fregiu els peus de porc, i poseu-los en una cassola.
Amb aquest mateix oli feu un sofregit ben concentrat amb la ceba i el tomàquet.
Afegiu-lo a la cassola dels peus i cobriu-ho amb el brou de bullir-los.
Afegiu-hi els cargols, el pernil i el bitxo, i deixeu que cogui uns 20 minuts tot junt.
Quan faltin 10 minuts per acabar afegiu-hi la picada deixatada amb una mica de brou de la cocció.",Es pot afegir una mica de xocolata a la picada.,"{'Àcid fòlic (µg)': {'Per una ració': '21', 'QDR': '200'}, 'Vitamina E (mg)': {'Per una ració': '2,60', 'QDR': '10'}, 'Vitamina C (mg)': {'Per una ració': '7,5', 'QDR': '60'}}"
Cloïsses a la marinera,Peixos i mariscs,"3 ½ kg de cloïses grans.
1 ceba trinxada.
4 tomàquets madurs ratllats.
Mig got de vi blanc.
1 cullerada de farina.
Per fer la picada:
2 grans d’all.
Uns brins de safrà.
Julivert.","Bulliu les cloïsses amb poca aigua, en una cassola tapada, i coleu el caldo.
Feu un sofregit amb la ceba i el tomàquet, tireu-hi el vi deixeu-lo reduir i afegiu-hi la farina, que es cogui una estona, remenant-ho.
Mulleu-ho amb aigua de bullir les cloïsses i deixeu-ho coure durant 10 minuts.
Afegiu-hi les cloïsses i la picada, i deixeu-ho coure 5 minuts tot junt.","En comptes de l’aigua de bullir les cloïsses hi podeu posar brou de peix.
La salsa es pot triturar i passar per un colador.
Es poden afegir ametlles a la picada.
Es pot fer amb musclos en comptes de cloïsses.","{'Àcid fòlic (µg)': {'Per una ració': '21', 'QDR': '200'}, 'Vitamina E (mg)': {'Per una ració': '2,60', 'QDR': '10'}, 'Vitamina C (mg)': {'Per una ració': '7,5', 'QDR': '60'}}"
Coca fina,Postres i dolços,"10 cl d’aigua.
20 cl d’oli.
400 g de farina.
12 g de llevat premsat.
1 pela de llimona.
1 cullerada de celiandre i matafaluga.
Sal.
Sucre.
Aigua.","Feu una infusió amb el celiandre, la matafaluga i la pela de llimona.
Coleu les herbes i barregeu-les amb l’oli, la farina, la sal i el llevat desfet amb una mica d’aigua.
Treballeu-ho fins fer una massa homogènia i deixeu-ho reposar fins que dobli el volum.
Feu-ne unes boles i deixeu-les llevar una estona més.
Aplaneu les boles amb les mans i poseu-les damunt d’una llauna.
Poseu-les al forn i en treure-les tireu-hi sucre per damunt.","Es pot fer sense sucre.
Amb la mateixa massa es poden fer coques de cireres, de poma, d’albercoc, etc.","{'Àcid fòlic (µg)': {'Per una ració': '21', 'QDR': '200'}, 'Vitamina E (mg)': {'Per una ració': '2,60', 'QDR': '10'}, 'Vitamina C (mg)': {'Per una ració': '7,5', 'QDR': '60'}}"
Macedònia,Postres i dolços,"4 maduixes

	3 taronges

	1 poma

	1 plàtan

	1 pera","Feu un suc amb 2 taronges.
	Talleu la resta de fruita a quadrats petits i regulars.
	Poseu-los en un bol i mulleu-ho amb el suc de taronja.","Es pot fer amb qualsevol fruita.

	Es pot mullar amb vi dolç.

	S’hi pot afegir sucre.

	S’hi poden afegir unes gotes de llimona.","{'Agua (g)': {'Per una ració': '', '%QDO': ''}, 'Energía (kcal)': {'Per una ració': '115', '%QDO': '5,75%'}, 'Proteínas (g)': {'Per una ració': '4', '%QDO': '8%'}, 'Grasa total (g)': {'Per una ració': '0,52', '%QDO': '0,74%'}, 'Hidratos de carbono totales (g)': {'Per una ració': '24,2', '%QDO': '8,96%'}, 'Fibra dietética (g)': {'Per una ració': '4', '%QDO': '13,33%'}, 'Grasa saturada (AGS) (g)': {'Per una ració': '0,092', '%QDO': '0,46%'}, 'Grasa monoinsaturada (AGM) (g)': {'Per una ració': '0,14', '%QDO': ''}, 'Grasa poliinsaturada (AGP) (g)': {'Per una ració': '0,18', '%QDO': ''}, 'Colesterol (mg)': {'Per una ració': '0', '%QDO': '0%'}, 'Vitamina C (mg)': {'Per una ració': '59', 'QDR': '60'}, 'Àcid fòlic (µg)': {'Per una ració': '43,6', 'QDR': '200'}}"
Simitomba,Peixos i mariscs,,Vegeu CIM I TOMBA,,"{'Vitamina C (mg)': {'Per una ració': '59', 'QDR': '60'}, 'Àcid fòlic (µg)': {'Per una ració': '43,6', 'QDR': '200'}}"
Canelons de col,"Pastes, arrossos i altres cereals","1 col d’hivern.
250 g de retalls de carn de porc tallats a daus.
250 g de pit de pollastre.
250 g de retalls de carn de vedella tallats a daus.
2 cebes.
2 tomàquets madurs.
Salsa beixamel.
Formatge ratllat.
Sal.
Oli o mantega.
Aigua.","Rostiu la carn amb les cebes, els tomàquets i sal.
Escorreu la carn i tritureu-la.
Bulliu les fulles més tendres de la col amb aigua i sal. Refredeu-les amb aigua freda i eixugueu-les sobre un tovalló.
Farciu cada fulla de col amb la carn picada i emboliqueu-la en forma de caneló.
Poseu els canelons en una safata untada d’oli o mantega, cobriu-los amb la beixamel i gratineu-los amb formatge ratllat.","Es pot aprofitar la carn d’olla de l’escudella per al farciment.
Es pot afegir una mica de llet al farciment.
Es poden aprofitar les fulles petites de la col per al farciment.
Es pot posar una mica de beixamel en el farcit.
Es pot aprofitar l’oli del rostit per fer la beixamel.","{'Vitamina C (mg)': {'Per una ració': '59', 'QDR': '60'}, 'Àcid fòlic (µg)': {'Per una ració': '43,6', 'QDR': '200'}}"
Llagostins al forn,Peixos i mariscs,"1 kg de llagostins.
Sal gruixuda.
Oli.","Escampeu sal gruixuda en una plata de forn.
Poseu-hi els llagostins i oli per sobre.
Poseu la safata al forn precalentat fins que els llagostins estiguin cuits.",,"{'Vitamina C (mg)': {'Per una ració': '59', 'QDR': '60'}, 'Àcid fòlic (µg)': {'Per una ració': '43,6', 'QDR': '200'}}"
Llenties estofades amb costella de porc,Llegums,"300 g de llenties 
2 talls de cansalada viada tallada a daus petits. 
200 g de costella de porc tallada a daus.
1 ceba trinxada.
2 tomàquets trinxats.
1 cabeça d’alls.
Un manat d’herbes (farigola, llorer, orenga).
Oli.
Sal.
Aigua.","Sofregiu la cansalada i la costella en una cassola amb poc oli, i a mig enrossir afegiu-hi la ceba, la cabeça d’alls, els tomàquets i el manat d’herbes.
Quan estigui ben sofregit, hi afegiu les llenties esbandides i aigua fins a cobrir. 
Saleu-ho i deixeu-ho coure tapat a poc a poc fins que les llenties estiguin cuites.",,"{'Vitamina C (mg)': {'Per una ració': '59', 'QDR': '60'}, 'Àcid fòlic (µg)': {'Per una ració': '43,6', 'QDR': '200'}}"
Arròs Clareta,"Pastes, arrossos i altres cereals","300 g d’arròs.
4 grans d’all.
Un raig d’oli.
Sal.
1 ½ l de  brou de peix.","En una olla hi poseu tots els ingredients menys l’arròs, que li heu de posar quan el brou de peix bulli. 
Deixeu-ho coure uns 18 minuts.","S’hi pot afegir un tomàquet sencer i una fulla de llorer.
Es pot fer sense all.","{'Vitamina C (mg)': {'Per una ració': '59', 'QDR': '60'}, 'Àcid fòlic (µg)': {'Per una ració': '43,6', 'QDR': '200'}}"
Mongetes amb llomillo,Carns,"600 g de llom de porc tallat a rodanxes.
600 g de mongetes bullides.
2 grans d’all.
Julivert. 
Oli.
Sal.
Pebre.","Fregiu els talls de llom salats i empebrats i retireu-los del foc quan falti una mica per acabar la cocció; escorreu-los i reserveu-los.
En el mateix oli saltegeu les mongetes amb l’all i el julivert trinxats.
Afegiu-hi els talls de llom i doneu-hi unes voltes tot junt fins a completar la cocció.
Si cal afegiu-hi una mica del suc de bullir les mongetes.",,"{'Vitamina C (mg)': {'Per una ració': '59', 'QDR': '60'}, 'Àcid fòlic (µg)': {'Per una ració': '43,6', 'QDR': '200'}}"
Sopa fosca,"Sopes, escudelles, brous, farientes i cremes","1 kg de bròquil morat.
1 kg de patates.
Unes llesques de pa.
Sal.
Aigua.","Bulliu amb aigua i sal el bròquil i les patates. 
Poseu les llesques de pa en els plats i escaldeu-les amb el brou bullent.
Serviu les verdures a part.",,"{'Vitamina C (mg)': {'Per una ració': '59', 'QDR': '60'}, 'Àcid fòlic (µg)': {'Per una ració': '43,6', 'QDR': '200'}}"
Macarrons amb llet i canyella,"Pastes, arrossos i altres cereals","300 g de macarrons

	200 g de carn de porc picada

	2 cebes tallades a daus petits

	Canyella en pols (la mateixa quantitat que de sal)

	Llorer  / Llet / Sal / Pebre / Aigua","Bulliu els macarrons amb aigua, sal i una fulla de llorer. Han de quedar cruixents (cruets). Escórrer i refredar. Tornar a posar a la cassola buida.

	Sofregiu la carn picada i, quan estigui molt rossa, afegiu-hi la ceba, poseu-hi la canyella en pols, una fulla de llorer, la sal i el pebre fins a enrossir la ceba a foc viu. Tapar i confitar a foc suau. Cobrir-ho bé amb la llet i a foc suau ho deixeu fins que arrenqui el bull.

	Tirar la salsa amb la llet damunt dels macarrons, remeneu-ho de tant en tant i deixeu-ho reposar 1 hora tapat.

	 

	Han de quedar secs.",Es pot fer amb carn de vedella o mig i mig.,"{'Energia (kcal)': {'Per ració': '486', '%QDO': '24,30%'}, 'Proteïnes (g)': {'Per ració': '21,1', '%QDO': '42,20%'}, 'Greix total (g)': {'Per ració': '17', '%QDO': '24,29%'}, 'Hidrats de Carboni totals (g)': {'Per ració': '59,7', '%QDO': '22,11%'}, 'Fibra dietètica (g)': {'Per ració': '5', '%QDO': '16,67%'}, 'AGS (g)': {'Per ració': '5,9', '%QDO': '29,50%'}, 'AGM (g)': {'Per ració': '8,4', '%QDO': ''}, 'AGP (g)': {'Per ració': '1,7', '%QDO': ''}, 'Colesterol (mg)': {'Per ració': '43,8', '%QDO': '14,60%'}, 'Fòsfor (mg)': {'Per ració': '267', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,456', 'QDR': '1,4'}, 'Niacina (mg)': {'Per ració': '6,32', 'QDR': '18'}, 'Vitamina B12 (µg)': {'Per ració': '0,376', 'QDR': '1'}}"
Asmarris de sardina,Peixos i mariscs,"1 kg de sardina.
3 alls sencers.
4 tomàquets sencers.
3 llesques de pa.
Julivert.
Uns brins de safrà.
Oli.
Sal.
Aigua.","En una cassola fregiu els alls i reserveu-los.
En el mateix oli fregiu les llesques de pa, els tomàquets i el julivert, i reserveu-ho.
Piqueu els alls, el pa, el julivert, el safrà i els tomàquets.
Afegiu-ho a la cassola, poseu-ho a punt de sal i deixeu-ho coure un moment.
Poseu-hi les sardines, una mica d’aigua si fa falta i feu-ho coure fins que les sardines estiguin al seu punt.","Es poden afegir patates al guisat.
Es pot afegir unes nyores a la picada.
Es pot fer una reducció de vi abans de posar-hi les sardines.
Es pot fer amb seitó o amb verat en comptes de sardines.","{'Fòsfor (mg)': {'Per ració': '267', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,456', 'QDR': '1,4'}, 'Niacina (mg)': {'Per ració': '6,32', 'QDR': '18'}, 'Vitamina B12 (µg)': {'Per ració': '0,376', 'QDR': '1'}}"
Amanida d'arengada,Amanides i plats freds,"4 arengades

	4 naps

	4 patates

	1 col d’hivern

	250 g de mongetes bullides

	100 g d’olives negres

	Unes tires de pebrot verd en vinagre

	Vinagre

	Sal

	Aigua
Vinagreta","Escaldeu la col amb aigua salada i una mica de vinagre.

	Escorreu-la, talleu-la petita i amaniu-la amb vinagre.

	Bulliu els naps pelats i tallats a trossos llargs.

	Bulliu les patates amb pell, peleu-les i talleu-les a rodanxes.

	Prepareu l’arengada a la porta, deixant-la a filets, sense pell ni espines.

	Poseu al plat la col, el nap, les mongetes, les patates, el pebrot i les olives.

	Poseu-hi les arengades per sobre i amaniu-ho amb la vinagreta.",,"{'Fòsfor (mg)': {'Per ració': '267', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,456', 'QDR': '1,4'}, 'Niacina (mg)': {'Per ració': '6,32', 'QDR': '18'}, 'Vitamina B12 (µg)': {'Per ració': '0,376', 'QDR': '1'}}"
Cabra amb cargols,Cargols,"1 ½ kg de cabra de mar.
60 cargols.
2 cebes tallades fines.
3 tomàquets ratllats.
½ copa de vi ranci.
Un raig d’anís sec.
1 cullerada de farina.
Un manat d’herbes: llorer, farigola, julivert
1 branca de canyella.
Oli.
Sal.
Pebre.
Per fer la picada:
Un grapadet d’ametlles i avellanes.
Uns brins de safrà.
2 grans d’all.
1 llesca de pa.","Enganyeu els cargols (vegeu Cargols a la cassola).
Feu un sofregit amb la ceba, els tomàquets, la canyella i el manat d’herbes.
Afegiu-hi la farina, remeneu-ho un parell de  minuts, poseu-hi la cabra, els cargols i una mica d’aigua, i deixeu-ho que vagi coent.
Quan faltin 5 minuts per acabar la cocció afegiu-hi la picada deixatada amb el vi ranci i l’anís.","S’hi pot afegir conill, que sigui ja cuit, en el mateix moment que la picada.
S’hi pot afegir una presa de xocolata negra a la picada.
Es pot fer amb vi blanc en lloc de vi ranci.
S’hi pot afegir allioli negat.","{'Fòsfor (mg)': {'Per ració': '267', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,456', 'QDR': '1,4'}, 'Niacina (mg)': {'Per ració': '6,32', 'QDR': '18'}, 'Vitamina B12 (µg)': {'Per ració': '0,376', 'QDR': '1'}}"
Coca d'espinacs i pinyons,Verdures i altres hortalisses,"400 g de farina.
150 g d’aigua.
20 g de llevat premsat.
10 g de sal.
1 kg d’espinacs.
20 g de panses.
20 g de pinyons.
Pebre.
Oli.","Desfeu el llevat amb aigua tèbia i afegiu-hi la sal.
Feu un volcà amb la farina i barregeu-hi el llevat.
Treballeu-ho fins a obtenir una pasta homogènia i deixeu-la reposar tapada amb un tovalló fins que dobli de volum.
Feu bullir un moment els espinacs.
En una paella amb oli rossegeu-hi una mica els pinyons, afegiu-hi els espinacs i les panses.
Tasteu-ho de sal i pebre.
Estireu la pasta donant-li forma allargada d’una amplada de 15 a 20 cm i repartiu-hi per sobre els espincas, les panses i els pinyons.
Saleu-ho i  poseu-hi a sobre un raig d’oli.
Enforneu la coca fins que la pasta sigui cuita.",,"{'Fòsfor (mg)': {'Per ració': '267', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,456', 'QDR': '1,4'}, 'Niacina (mg)': {'Per ració': '6,32', 'QDR': '18'}, 'Vitamina B12 (µg)': {'Per ració': '0,376', 'QDR': '1'}}"
Fetge a l'agredolç,,,Vegeu AGREDOLÇ DE PERNIL,,"{'Fòsfor (mg)': {'Per ració': '267', 'QDR': '800'}, 'Vitamina B1': {'Per ració': '0,456', 'QDR': '1,4'}, 'Niacina (mg)': {'Per ració': '6,32', 'QDR': '18'}, 'Vitamina B12 (µg)': {'Per ració': '0,376', 'QDR': '1'}}"
